year_group,sow_set,id,term,week,dates,cycle,unit,unitName,lessonNo,lessonName,type,obj,alert
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_089,Lent,L10B,15-19 Mar 2027,B,13,P1.9 Integration & P2.8 Integration,,P2.8.4 Areas Between Curves and Lines + P2.8.5 Areas Between Two Curves,core,Determine areas between curves and lines using integration. Interpret in applied contexts. / Find areas enclosed between two curves. Evaluate differences of definite integrals.,First teaching completion target by Fri 19 Mar
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_090,Lent,L10B,15-19 Mar 2027,B,13,P1.9 Integration & P2.8 Integration,,P2.8.6 The Trapezium Rule,core,Apply the trapezium rule to estimate areas. Compare numerical results to exact integrals.,
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_091,Lent,L10B,15-19 Mar 2027,B,13,P1.9 Integration & P2.8 Integration,,Revision,cse,Mixed revision and exam-style practice for P1.9 Integration P2.8 Integration.,
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_092,Lent,L10B,15-19 Mar 2027,B,13,P1.9 Integration & P2.8 Integration,★,Unit Test: P1.9 Integration P2.8 Integration,assessment,End-of-unit assessment for P1.9 Integration P2.8 Integration.,
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_093,Lent,L11A,22-26 Mar 2027,A,0,Past paper window,,Past paper practice and correction,cse,"Timed exam questions, mark scheme work, error analysis and targeted reteach. No new first teaching.",Past papers only
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_094,Lent,L11A,22-26 Mar 2027,A,0,Past paper window,,Past paper practice and correction,cse,"Timed exam questions, mark scheme work, error analysis and targeted reteach. No new first teaching.",Past papers only
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_095,Lent,L11A,22-26 Mar 2027,A,0,Past paper window,,Past paper practice and correction,cse,"Timed exam questions, mark scheme work, error analysis and targeted reteach. No new first teaching.",Past papers only
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_096,Lent,L11A,22-26 Mar 2027,A,0,Past paper window,,Past paper practice and correction,cse,"Timed exam questions, mark scheme work, error analysis and targeted reteach. No new first teaching.",Past papers only
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_097,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past paper window,,Past paper practice and correction,cse,"Timed exam questions, mark scheme work, error analysis and targeted reteach. No new first teaching.",Past papers only; end of Lent
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_098,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past paper window,,Past paper practice and correction,cse,"Timed exam questions, mark scheme work, error analysis and targeted reteach. No new first teaching.",Past papers only; end of Lent
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_099,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past paper window,,Past paper practice and correction,cse,"Timed exam questions, mark scheme work, error analysis and targeted reteach. No new first teaching.",Past papers only; end of Lent
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_100,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past paper window,,Past paper practice and correction,cse,"Timed exam questions, mark scheme work, error analysis and targeted reteach. No new first teaching.",Past papers only; end of Lent
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_101,Summer,S1A,19-23 Apr 2027,A,0,Final Revision / Study Leave,,Summer revision / study leave / external exams,flex,"No planned first teaching. Use only for final revision, exam readiness, intervention or study leave.",Final revision / exam readiness
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_102,Summer,S2B,26-30 Apr 2027,B,0,Final Revision / Study Leave,,Summer revision / study leave / external exams,flex,"No planned first teaching. Use only for final revision, exam readiness, intervention or study leave.",Final revision / exam readiness
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_103,Summer,S3A,3-7 May 2027,A,0,Final Revision / Study Leave,,Summer revision / study leave / external exams,flex,"No planned first teaching. Use only for final revision, exam readiness, intervention or study leave.",Tue 4 May national holiday; final revision / exams
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_104,Summer,S4B,10-14 May 2027,B,0,Final Revision / Study Leave,,Summer revision / study leave / external exams,flex,"No planned first teaching. Use only for final revision, exam readiness, intervention or study leave.",Final revision / external exams
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_105,Summer,S5A,17-21 May 2027,A,0,Final Revision / Study Leave,,Summer revision / study leave / external exams,flex,"No planned first teaching. Use only for final revision, exam readiness, intervention or study leave.",External exams / study leave
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_106,Summer,S6B,24-28 May 2027,B,0,Final Revision / Study Leave,,Summer revision / study leave / external exams,flex,"No planned first teaching. Use only for final revision, exam readiness, intervention or study leave.",External exams / study leave
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_107,Summer,S7A,31 May-4 Jun 2027,A,0,Final Revision / Study Leave,,Summer revision / study leave / external exams,flex,"No planned first teaching. Use only for final revision, exam readiness, intervention or study leave.",Thu 3 and Fri 4 Jun national holidays
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_108,Summer,S8B,7-11 Jun 2027,B,0,Final Revision / Study Leave,,Summer revision / study leave / external exams,flex,"No planned first teaching. Use only for final revision, exam readiness, intervention or study leave.",External exams / study leave
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_109,Summer,S9A,14-18 Jun 2027,A,0,Final Revision / Study Leave,,Summer revision / study leave / external exams,flex,"No planned first teaching. Use only for final revision, exam readiness, intervention or study leave.",External exams / study leave
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_110,Summer,S10B,21-25 Jun 2027,B,0,Final Revision / Study Leave,,Summer revision / study leave / external exams,flex,"No planned first teaching. Use only for final revision, exam readiness, intervention or study leave.",External exams / study leave
Year 12,P12 (Ma1P12 / Ma2P12),y12_p12_111,Summer,S11A,28-30 Jun 2027,A,0,Final Revision / Study Leave,,Summer revision / study leave / external exams,flex,"No planned first teaching. Use only for final revision, exam readiness, intervention or study leave.",Final week off timetable
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_001,Michaelmas,M1A,27-28 Aug 2026,A,0,Start of Year,,"Induction, routines and diagnostic",flex,"Set up folders/books, calculator expectations, exam-board routines and diagnostic information. No first teaching.",partial start
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_002,Michaelmas,M2B,31 Aug-4 Sep 2026,B,1,S1.1 Mathematical Modelling & S1.2 Measures of Location and Spread,,S1.1.1 Mathematical Models + S1.1.2 Designing a Model,core,Describe the purpose and limitations of mathematical models. Construct and evaluate models to represent real-world situations. / Identify assumptions made in designing statistical models. Evaluate how changes to assumptions affect model validity and accuracy.,Yr 12 CAT4 testing Wed 2 Sep
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_003,Michaelmas,M3A,7-11 Sep 2026,A,1,S1.1 Mathematical Modelling & S1.2 Measures of Location and Spread,,S1.2.1 Types of Data,core,"Distinguish between qualitative, quantitative, discrete, and continuous data. Identify appropriate data collection and representation methods for each type.",Exeter 1 Thu 10 Sep
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_004,Michaelmas,M3A,7-11 Sep 2026,A,1,S1.1 Mathematical Modelling & S1.2 Measures of Location and Spread,,S1.2.2 Measures of Central Tendency + S1.2.3 Other Measures of Location,core,"Calculate and interpret mean, median, and mode for ungrouped and grouped data. Select appropriate measures for different data sets and contexts. / Calculate quartiles, percentiles, and deciles. Interpret location measures in context to compare distributions.",
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_005,Michaelmas,M4B,14-18 Sep 2026,B,1,S1.1 Mathematical Modelling & S1.2 Measures of Location and Spread,,S1.2.4 Measures of Spread,core,"Calculate range, interquartile range, and standard deviation. Interpret measures of spread to compare data consistency and variability.",
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_006,Michaelmas,M5A,21-25 Sep 2026,A,1,S1.1 Mathematical Modelling & S1.2 Measures of Location and Spread,,S1.2.5 Variance and Standard Deviation + S1.2.6 Coding,core,Derive and apply the formulae for variance and standard deviation. Interpret results and assess the reliability of data. / Apply coding techniques to simplify statistical calculations. Explain the effect of coding on measures of location and spread.,Yr 7-13 interim report 0 opens Wed 23 Sep
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_007,Michaelmas,M5A,21-25 Sep 2026,A,1,S1.1 Mathematical Modelling & S1.2 Measures of Location and Spread,,Revision,cse,Mixed revision and exam-style practice for S1.1 Mathematical Modelling S1.2 Measures of Location and Spread.,
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_008,Michaelmas,M6B,28 Sep-2 Oct 2026,B,1,S1.1 Mathematical Modelling & S1.2 Measures of Location and Spread,★,Unit Test: S1.1 Mathematical Modelling S1.2 Measures of Location and Spread,assessment,End-of-unit assessment for S1.1 Mathematical Modelling S1.2 Measures of Location and Spread.,Year 12 progress check; IR0 closes Fri 9 Oct following week
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_009,Michaelmas,M7A,5-9 Oct 2026,A,2,S1.3 Representations of Data,,S1.3.1 Histograms + S1.3.2 Outliers,core,"Construct and interpret histograms for grouped frequency data. Estimate statistics from histograms, including modal class and mean. / Identify outliers using interquartile range criteria. Assess their impact on statistical summaries and interpretations.",IR0 closes Fri 9 Oct; Year 10 PTC Thu 8 Oct
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_010,Michaelmas,M7A,5-9 Oct 2026,A,2,S1.3 Representations of Data,,S1.3.3 Box Plots + S1.3.4 Stem and Leaf Diagrams,core,"Construct box plots using key summary statistics. Compare distributions using median, range, and interquartile range. / Organise raw data using stem and leaf diagrams. Interpret data spread and identify patterns or outliers.",
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_011,Michaelmas,M8B,12-16 Oct 2026,B,2,S1.3 Representations of Data,,S1.3.5 Skewness + S1.3.6 Comparing Data,core,"Identify and describe positive and negative skew from data representations. Relate skewness to mean, median, and mode relationships. / Compare two or more data sets using numerical and graphical measures. Evaluate consistency and reliability based on location and spread.",Tue 13 Oct national holiday; no new heavy content before half-term
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_012,Michaelmas,M9A,26-30 Oct 2026,A,2,S1.3 Representations of Data,,Revision,cse,Mixed revision and exam-style practice for S1.3 Representations of Data.,
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_013,Michaelmas,M9A,26-30 Oct 2026,A,2,S1.3 Representations of Data,★,Unit Test: S1.3 Representations of Data,assessment,End-of-unit assessment for S1.3 Representations of Data.,
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_014,Michaelmas,M10B,2-6 Nov 2026,B,3,S1.5 Correlation and Regression,,S1.5.1 Scatter Diagrams + S1.5.2 Linear Regression,core,Plot and interpret scatter diagrams to describe correlation. Distinguish between correlation and causation. / Interpret regression lines as predictive models. Use regression lines to estimate dependent variable values.,Year 12 IR1 opens Mon 2 Nov
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_015,Michaelmas,M11A,9-13 Nov 2026,A,3,S1.5 Correlation and Regression,,S1.5.3 Calculating Least Squares Linear Regression + S1.5.4 The Product Moment Correlation Coefficient,core,Derive least squares regression equations. Use regression coefficients to analyse data relationships. / Calculate and interpret the product moment correlation coefficient (r). Assess strength and direction of linear correlation in context.,Year 12 IR1 closes Thu 12 Nov
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_016,Michaelmas,M11A,9-13 Nov 2026,A,3,S1.5 Correlation and Regression,,Revision,cse,Mixed revision and exam-style practice for S1.5 Correlation and Regression.,
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_017,Michaelmas,M12B,16-20 Nov 2026,B,3,S1.5 Correlation and Regression,★,Unit Test: S1.5 Correlation and Regression,assessment,End-of-unit assessment for S1.5 Correlation and Regression.,Year 12 IR1 checking window
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_018,Michaelmas,M13A,23-27 Nov 2026,A,4,S1.4 Probability,,S1.4.1 Understanding the Vocabulary Used in Probability + S1.4.2 Venn Diagrams,core,"Define basic probability terminology and notation. Use probability language to describe and interpret outcomes of events. / Represent events using Venn diagrams. Interpret intersections, unions, and complements in probability problems.",Year 12 PTC Thu 26 Nov
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_019,Michaelmas,M13A,23-27 Nov 2026,A,4,S1.4 Probability,,S1.4.3 Mutually Exclusive and Independent Events + S1.4.4 Set Notation,core,Distinguish between mutually exclusive and independent events. Apply probability rules to solve related problems. / Use set notation to represent events and relationships. Translate between algebraic and diagrammatic representations.,
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_020,Michaelmas,M14B,30 Nov-4 Dec 2026,B,4,S1.4 Probability,,P1 & P2 Exam Prep,core,,
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_021,Michaelmas,M15A,7-11 Dec 2026,A,4,S1.4 Probability,,S1.4.5 Conditional Probability + S1.4.6 Conditional Probabilities in Venn Diagrams,core,Calculate conditional probabilities using given data. Interpret results within contextual problems. / Represent conditional probabilities visually on Venn diagrams. Apply formulas to verify relationships between events.,Mon 7 Dec and Thu 10 Dec national holidays; Sixth Form and IGCSE Options Fair Tue 8 Dec
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_022,Michaelmas,M16B,14-16 Dec 2026,B,4,S1.4 Probability,,S1.4.7 Probability Formulae + S1.4.8 Tree Diagrams,core,Apply the addition and multiplication laws of probability. Use probability formulae to calculate complex event probabilities. / Construct and interpret probability tree diagrams. Calculate probabilities for combined or dependent events.,Final partial week of Michaelmas
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_023,Lent,L1A,7-8 Jan 2027,A,4,S1.4 Probability,,Revision,cse,Mixed revision and exam-style practice for S1.4 Probability.,Partial week; term starts Thu 7 Jan
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_024,Lent,L2B,11-15 Jan 2027,B,0,Mock Week (off-timetable),,Year 12/13 mock week,flex,No regular teaching. Use for formal mock assessment or study routines as relevant.,"Year 12 and Year 13 mock week, no regular teaching"
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_025,Lent,L3A,18-22 Jan 2027,A,4,S1.4 Probability,★,Unit Test: S1.4 Probability,assessment,End-of-unit assessment for S1.4 Probability.,Year 12/13 IR2 opens Mon 18 Jan; mock results report opens
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_026,Lent,L3A,18-22 Jan 2027,A,5,S1.6 Discrete Random Variables,,S1.6.1 Discrete Random Variables + S1.6.2 Finding the Cumulative Distribution Function for a Discrete Random Variable,core,Define a discrete random variable and construct a probability distribution table. Interpret expected outcomes from given distributions. / Calculate and plot the cumulative distribution function. Use the CDF to find probabilities for given intervals.,
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_027,Lent,L4B,25-29 Jan 2027,B,5,S1.6 Discrete Random Variables,,S1.6.3 Expected Value of a Discrete Random Variable + S1.6.4 Variance of a Discrete Random Variable,core,Calculate expected values from probability distributions. Interpret expected value in context as a long-run average. / Calculate variance and standard deviation of discrete distributions. Compare variability across distributions using numerical results.,Year 12/13 IR2 closes Thu 28 Jan
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_028,Lent,L5A,1-5 Feb 2027,A,5,S1.6 Discrete Random Variables,,S1.6.5 Expected Value and Variance of a Function of x,core,Determine expected value and variance for functions of a random variable. Apply results to contextual problem solving.,Year 12/13 mock results publish; IR2 completion
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_029,Lent,L5A,1-5 Feb 2027,A,5,S1.6 Discrete Random Variables,,S1.6.6 Solving Problems Involving Random Variables + S1.6.7 Using Discrete Uniform Distribution as a Model for the Probability Distribution of the Outcomes of Certain Experiments,core,Formulate and solve contextual probability problems involving random variables. Interpret solutions and assumptions in context. / Model simple experiments using the discrete uniform distribution. Calculate probabilities and expected values from uniform models.,
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_030,Lent,L6B,8-12 Feb 2027,B,5,S1.6 Discrete Random Variables,,Revision,cse,Mixed revision and exam-style practice for S1.6 Discrete Random Variables.,Year 13 PTC Wed 10 Feb; final week before half-term
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_031,Lent,L7A,22-26 Feb 2027,A,5,S1.6 Discrete Random Variables,★,Unit Test: S1.6 Discrete Random Variables,assessment,End-of-unit assessment for S1.6 Discrete Random Variables.,Return after half-term
Year 12,S1 (Ma1S1 / Ma2S1),y12_s1_032,Lent,L7A,22-26 Feb 2027,A,6,S1.7 The Normal Distribution,,S1.7.1 The Normal Distribution + S1.7.2 Using Tables to Find Probabilities of the Standard Normal Distribution z,core,Recognise features of the normal distribution and its parameters. Interpret probabilities using the normal curve. / Use standard normal tables to find probabilities for given z-values. Apply standardisation to calculate related probabilities.,
